date,open,high,low,close,volume
2018-06-11,30.17,36.2,30.17,36.2,78829
2018-06-12,39.82,39.82,39.82,39.82,26579
2018-06-13,43.8,43.8,43.8,43.8,45030
2018-06-14,48.18,48.18,48.18,48.18,74267
2018-06-15,53.0,53.0,53.0,53.0,256510
2018-06-19,58.3,58.3,58.3,58.3,1117428
2018-06-20,64.13,64.13,64.13,64.13,1310382
2018-06-21,70.54,70.54,70.54,70.54,1231660
2018-06-22,72.0,72.71,63.49,66.55,128170599
2018-06-25,68.2,71.6,67.22,69.19,69981999
2018-06-26,67.89,75.55,67.1,74.18,62553547
2018-06-27,74.21,74.93,71.77,74.09,44138862
2018-06-28,73.3,75.39,67.44,68.21,53080981
2018-06-29,68.68,74.3,67.77,71.96,45698575
2018-07-02,70.79,71.48,69.11,70.0,32470182
2018-07-03,70.2,71.19,65.85,69.29,33910064
2018-07-04,68.15,68.15,65.5,65.92,26282197
2018-07-05,65.0,71.88,64.88,68.81,34337783
2018-07-06,68.81,74.5,68.7,70.88,49213427
2018-07-09,70.8,71.57,69.11,71.55,31068979
2018-07-10,75.0,75.89,71.66,72.4,36484401
2018-07-11,70.0,78.94,69.58,77.06,49120805
2018-07-12,76.03,84.77,75.6,84.77,43085212
2018-07-13,82.0,88.47,81.03,82.7,48202055
2018-07-16,82.7,84.75,80.1,83.9,29515196
2018-07-17,83.11,84.17,79.66,82.28,28615349
2018-07-18,82.28,84.37,80.11,82.28,27113839
2018-07-19,82.0,85.15,80.67,82.89,25074483
2018-07-20,82.5,91.18,82.01,90.93,42695635
2018-07-23,89.0,90.54,87.55,88.62,25014352
2018-07-24,88.5,92.96,87.5,91.77,26501025
2018-07-25,91.0,95.08,82.59,82.59,45719348
2018-07-26,80.5,82.6,76.6,78.2,39286999
2018-07-27,78.0,78.64,75.67,76.05,22809584
2018-07-30,76.5,77.34,75.0,76.85,18041846
2018-07-31,76.78,76.79,70.51,72.22,28128307
2018-08-01,72.0,73.63,71.02,71.42,17933649
2018-08-02,70.4,73.29,70.05,72.56,19853529
2018-08-03,71.76,73.14,68.66,69.6,17288867
2018-08-06,69.0,71.08,67.6,69.65,15706945
