date,open,high,low,close,volume
2020-02-07,11.62,13.94,11.62,13.94,158537
2020-02-10,15.33,15.33,15.33,15.33,38152
2020-02-11,16.86,16.86,16.86,16.86,31360
2020-02-12,18.55,18.55,18.55,18.55,32665
2020-02-13,20.41,20.41,20.41,20.41,138537
2020-02-14,22.45,22.45,22.45,22.45,124278
2020-02-17,24.7,24.7,24.7,24.7,70161
2020-02-18,27.17,27.17,27.17,27.17,103083
2020-02-19,29.89,29.89,29.89,29.89,104517
2020-02-20,32.88,32.88,32.88,32.88,89308
2020-02-21,36.17,36.17,36.17,36.17,223720
2020-02-24,39.79,39.79,39.79,39.79,149478
2020-02-25,43.77,43.77,43.77,43.77,219105
2020-02-26,48.15,48.15,48.15,48.15,120385
2020-02-27,52.97,52.97,52.97,52.97,1837720
2020-02-28,58.27,58.27,58.27,58.27,3702473
2020-03-02,64.1,64.1,64.1,64.1,800875
2020-03-03,70.51,70.51,66.66,70.51,20495911
2020-03-04,68.49,77.45,66.62,73.7,29384106
2020-03-05,71.46,75.9,69.0,69.82,21526079
2020-03-06,74.0,76.8,72.18,76.8,13154283
2020-03-09,78.0,84.2,75.51,79.5,18771561
2020-03-10,76.03,82.35,72.0,80.21,16178914
2020-03-11,78.01,79.65,72.2,72.51,13699081
2020-03-12,72.51,76.99,69.2,74.6,11729219
2020-03-13,68.5,72.6,67.66,70.54,10158663
2020-03-16,70.96,73.0,66.66,66.8,10041375
2020-03-17,69.5,72.15,67.8,71.66,10414368
2020-03-18,70.01,72.65,69.41,71.84,10888922
2020-03-19,70.28,72.5,69.5,71.98,8112583
2020-03-20,71.8,71.89,66.88,68.99,8645567
2020-03-23,64.79,64.9,62.09,62.09,6477328
2020-03-24,62.0,62.45,55.88,58.19,9604206
2020-03-25,59.21,61.1,58.22,58.52,7192067
2020-03-26,57.0,62.55,55.88,58.58,7206300
2020-03-27,59.3,59.89,55.5,55.78,6069905
2020-03-30,52.65,53.78,51.15,52.0,5571933
2020-03-31,53.45,54.9,52.18,52.56,5390650
2020-04-01,51.45,57.19,51.41,55.61,8452834
2020-04-02,54.34,58.5,54.1,58.3,7869476
2020-04-03,57.0,57.88,54.9,55.4,6395036
2020-04-07,56.98,57.14,55.69,56.15,5125814
2020-04-08,55.18,56.97,54.31,55.34,4891296
2020-04-09,55.85,55.88,54.53,54.7,3916252
